"",".variable","DMU","Year","Age","Sex","a","k","s","i",".value",".lower",".upper",".width",".point",".interval"
"3385","Report","E2",2012,"A","M",3,8,2,2,0.617601873442394,0.417737205711855,0.743832582754548,0.9,"median","qi"
"3386","Hest","E3",2012,"A","M",3,8,2,3,9102.89228194156,6681.90858220052,11303.4996641192,0.9,"median","qi"
"3387","HS","E3",2012,"A","M",3,8,2,3,0.696450958864658,0.623813759516116,0.777426965949664,0.9,"median","qi"
"3388","N","E3",2012,"A","M",3,8,2,3,30471.271748333,25254.1716833474,34741.7846485887,0.9,"median","qi"
"3389","NS","E3",2012,"A","M",3,8,2,3,0.787220160784133,0.675096154371938,0.977687595486698,0.9,"median","qi"
"3390","Report","E3",2012,"A","M",3,8,2,3,0.424433615822593,0.342863884853642,0.541542036262659,0.9,"median","qi"
"3391","Hest","M1",2012,"A","M",3,8,2,4,9105.81328157324,7999.89619099302,10296.4834054254,0.9,"median","qi"
"3392","HS","M1",2012,"A","M",3,8,2,4,0.780107076267701,0.580364859873834,0.847438122496743,0.9,"median","qi"
"3393","N","M1",2012,"A","M",3,8,2,4,40947.0017768463,22891.6850896404,54905.6296442204,0.9,"median","qi"
"3394","NS","M1",2012,"A","M",3,8,2,4,0.967248196192784,0.760164366036016,0.992113426405776,0.9,"median","qi"
"3395","Report","M1",2012,"A","M",3,8,2,4,0.843466694289809,0.750859861290696,0.934915724343456,0.9,"median","qi"
"3396","Hest","M2",2012,"A","M",3,8,2,5,9330.74708409513,7942.96824497714,10762.9955037583,0.9,"median","qi"
"3397","HS","M2",2012,"A","M",3,8,2,5,0.760670211408456,0.516729639912955,0.876747126578466,0.9,"median","qi"
"3398","N","M2",2012,"A","M",3,8,2,5,39663.6541333254,19702.6895402157,66944.2118261643,0.9,"median","qi"
"3399","NS","M2",2012,"A","M",3,8,2,5,0.885747246655597,0.568258139193912,0.991260215748487,0.9,"median","qi"
"3400","Report","M2",2012,"A","M",3,8,2,5,0.680823041331651,0.585445621018186,0.767492015383334,0.9,"median","qi"
"3401","Hest","M3",2012,"A","M",3,8,2,6,8837.3375055947,6089.7383031455,10477.4425280123,0.9,"median","qi"
"3402","HS","M3",2012,"A","M",3,8,2,6,0.668882560182059,0.603651720942535,0.815451838642876,0.9,"median","qi"
"3403","N","M3",2012,"A","M",3,8,2,6,24452.8431898168,17205.4687840784,51673.6002986412,0.9,"median","qi"
"3404","NS","M3",2012,"A","M",3,8,2,6,0.980076103005562,0.956888012416204,0.992116636775232,0.9,"median","qi"
"3405","Report","M3",2012,"A","M",3,8,2,6,0.727849631108679,0.613836787089647,0.949496589353779,0.9,"median","qi"
"3406","Hest","M4",2012,"A","M",3,8,2,7,9400.85625521317,8007.01081755531,12617.0878097085,0.9,"median","qi"
"3407","HS","M4",2012,"A","M",3,8,2,7,0.765501955491483,0.562122183402463,0.814230598933341,0.9,"median","qi"
"3408","N","M4",2012,"A","M",3,8,2,7,44696.0610975559,19131.6427180091,52893.0017175911,0.9,"median","qi"
"3409","NS","M4",2012,"A","M",3,8,2,7,0.863690447951684,0.69162569562472,0.972269270363646,0.9,"median","qi"
"3410","Report","M4",2012,"A","M",3,8,2,7,0.589053845535562,0.42829390966432,0.700800854407329,0.9,"median","qi"
"3411","Hest","W1",2012,"A","M",3,8,2,8,7662.17160708837,5408.67176868046,12145.3916652207,0.9,"median","qi"
"3412","HS","W1",2012,"A","M",3,8,2,8,0.762135100120545,0.61917502282082,0.847968069927556,0.9,"median","qi"
"3413","N","W1",2012,"A","M",3,8,2,8,43584.7575093257,14786.7128384626,51721.1272049338,0.9,"median","qi"
"3414","NS","W1",2012,"A","M",3,8,2,8,0.960131657565351,0.846747668992398,0.98474535806855,0.9,"median","qi"
"3415","Report","W1",2012,"A","M",3,8,2,8,0.658237033700013,0.430931700989093,0.885278504590776,0.9,"median","qi"
"3416","Hest","W2",2012,"A","M",3,8,2,9,12677.1609869317,6151.69720226205,16869.7172329674,0.9,"median","qi"
"3417","HS","W2",2012,"A","M",3,8,2,9,0.658687359911279,0.56606778063902,0.846442329556033,0.9,"median","qi"
"3418","N","W2",2012,"A","M",3,8,2,9,44432.4969474086,14921.7159294454,81032.274447051,0.9,"median","qi"
"3419","NS","W2",2012,"A","M",3,8,2,9,0.961286494253034,0.884539679394552,0.9842433426432,0.9,"median","qi"
"3420","Report","W2",2012,"A","M",3,8,2,9,0.496750851386083,0.371660533537188,0.925597866376495,0.9,"median","qi"
"3421","Hest","E1",2013,"A","F",3,9,1,1,4971.3011751971,3647.71157309816,6509.59455704583,0.9,"median","qi"
"3422","HS","E1",2013,"A","F",3,9,1,1,0.915996371606317,0.891413465741922,0.929084246503882,0.9,"median","qi"
"3423","N","E1",2013,"A","F",3,9,1,1,59756.2426358622,45687.9194885871,67384.3529471271,0.9,"median","qi"
"3424","NS","E1",2013,"A","F",3,9,1,1,0.374295767284093,0.0905299032898138,0.86027586479684,0.9,"median","qi"
"3425","Report","E1",2013,"A","F",3,9,1,1,0.63526862013435,0.487853114552564,0.814241371517914,0.9,"median","qi"
"3426","Hest","E2",2013,"A","F",3,9,1,2,3800.78763118415,3331.69371023838,4466.11229235158,0.9,"median","qi"
"3427","HS","E2",2013,"A","F",3,9,1,2,0.925016145815297,0.908957165622279,0.951115397713911,0.9,"median","qi"
"3428","N","E2",2013,"A","F",3,9,1,2,52537.0568661065,42205.5511473559,74571.7060426936,0.9,"median","qi"
"3429","NS","E2",2013,"A","F",3,9,1,2,0.488868469259806,0.287286609325565,0.696131655052819,0.9,"median","qi"
"3430","Report","E2",2013,"A","F",3,9,1,2,0.770896849739501,0.669407054935952,0.851003618902543,0.9,"median","qi"
"3431","Hest","E3",2013,"A","F",3,9,1,3,5383.16385599205,4523.60679635733,6825.39315500275,0.9,"median","qi"
"3432","HS","E3",2013,"A","F",3,9,1,3,0.917952368387261,0.896881395463129,0.95233512529867,0.9,"median","qi"
"3433","N","E3",2013,"A","F",3,9,1,3,73974.1969484383,47765.7872954885,107674.274783716,0.9,"median","qi"
"3434","NS","E3",2013,"A","F",3,9,1,3,0.566866015001964,0.293069008294317,0.809098893928471,0.9,"median","qi"
"3435","Report","E3",2013,"A","F",3,9,1,3,0.692849582220564,0.546117778104521,0.825289743939154,0.9,"median","qi"
"3436","Hest","M1",2013,"A","F",3,9,1,4,6824.34848279459,6148.90033347134,10350.609707627,0.9,"median","qi"
"3437","HS","M1",2013,"A","F",3,9,1,4,0.933973791366712,0.890667476771081,0.968490008353093,0.9,"median","qi"
"3438","N","M1",2013,"A","F",3,9,1,4,103113.950536751,87590.3200791433,201081.787919424,0.9,"median","qi"
"3439","NS","M1",2013,"A","F",3,9,1,4,0.819256716586949,0.543924289599528,0.94861635172212,0.9,"median","qi"
"3440","Report","M1",2013,"A","F",3,9,1,4,0.802938102864499,0.503167205441014,0.901003952110709,0.9,"median","qi"
"3441","Hest","M2",2013,"A","F",3,9,1,5,5782.05412923173,5081.70230341294,9285.69424630436,0.9,"median","qi"
"3442","HS","M2",2013,"A","F",3,9,1,5,0.948291937391997,0.866615903283374,0.964746898668464,0.9,"median","qi"
"3443","N","M2",2013,"A","F",3,9,1,5,106105.67079804,63853.5355155602,156956.473587924,0.9,"median","qi"
"3444","NS","M2",2013,"A","F",3,9,1,5,0.664411239099155,0.519450911699317,0.80295578552114,0.9,"median","qi"
"3445","Report","M2",2013,"A","F",3,9,1,5,0.814931687849951,0.523146288461031,0.902604103963924,0.9,"median","qi"
"3446","Hest","M3",2013,"A","F",3,9,1,6,5998.75459464068,5212.6032015661,7490.67417600901,0.9,"median","qi"
"3447","HS","M3",2013,"A","F",3,9,1,6,0.926945982603508,0.912408957273253,0.937207613769067,0.9,"median","qi"
"3448","N","M3",2013,"A","F",3,9,1,6,84460.1026027051,67820.5834761674,95046.58718398,0.9,"median","qi"
"3449","NS","M3",2013,"A","F",3,9,1,6,0.932942106955089,0.502982469379213,0.989200002662073,0.9,"median","qi"
"3450","Report","M3",2013,"A","F",3,9,1,6,0.741814566308141,0.513017641980091,0.863123944151744,0.9,"median","qi"
"3451","Hest","M4",2013,"A","F",3,9,1,7,6012.6496985394,5355.84673850348,8032.80403358968,0.9,"median","qi"
"3452","HS","M4",2013,"A","F",3,9,1,7,0.921469824729804,0.884293641460761,0.966347463761519,0.9,"median","qi"
"3453","N","M4",2013,"A","F",3,9,1,7,78544.1061669444,65578.3767137669,165316.706712785,0.9,"median","qi"
"3454","NS","M4",2013,"A","F",3,9,1,7,0.73593529493696,0.24446999759139,0.803493656693035,0.9,"median","qi"
"3455","Report","M4",2013,"A","F",3,9,1,7,0.815929507003267,0.58366120142213,0.905031941062775,0.9,"median","qi"
"3456","Hest","W1",2013,"A","F",3,9,1,8,5327.93580475105,4578.63713267914,5985.54628943916,0.9,"median","qi"
"3457","HS","W1",2013,"A","F",3,9,1,8,0.937934815656725,0.908703205918119,0.965775042910853,0.9,"median","qi"
"3458","N","W1",2013,"A","F",3,9,1,8,78658.7051868876,62571.7843585896,155319.342711341,0.9,"median","qi"
"3459","NS","W1",2013,"A","F",3,9,1,8,0.891279344564398,0.372521269508256,0.936304187948695,0.9,"median","qi"
"3460","Report","W1",2013,"A","F",3,9,1,8,0.814542952566337,0.73055413155995,0.906096987819877,0.9,"median","qi"
"3461","Hest","W2",2013,"A","F",3,9,1,9,6941.4150180783,6160.86184387737,7797.32055300368,0.9,"median","qi"
"3462","HS","W2",2013,"A","F",3,9,1,9,0.934892356295277,0.886515703606647,0.9448071608249,0.9,"median","qi"
"3463","N","W2",2013,"A","F",3,9,1,9,102352.665480498,61617.2511300154,134527.042724891,0.9,"median","qi"
"3464","NS","W2",2013,"A","F",3,9,1,9,0.915771159215364,0.371730188858742,0.942234107956424,0.9,"median","qi"
"3465","Report","W2",2013,"A","F",3,9,1,9,0.894020524877053,0.838814579278874,0.945977982838304,0.9,"median","qi"
"3466","Hest","E1",2013,"A","M",3,9,2,1,10122.0360439066,7346.15203461715,11852.8137244945,0.9,"median","qi"
"3467","HS","E1",2013,"A","M",3,9,2,1,0.707694239059889,0.646760659743813,0.832938738105931,0.9,"median","qi"
"3468","N","E1",2013,"A","M",3,9,2,1,35857.7054681147,31806.5938138912,45014.9581928576,0.9,"median","qi"
"3469","NS","E1",2013,"A","M",3,9,2,1,0.167904242583244,0.0865628251506069,0.854894564808932,0.9,"median","qi"
"3470","Report","E1",2013,"A","M",3,9,2,1,0.554175246589858,0.473722793391189,0.783956266952766,0.9,"median","qi"
"3471","Hest","E2",2013,"A","M",3,9,2,2,7570.41310296168,5658.27756419611,9942.99225793565,0.9,"median","qi"
"3472","HS","E2",2013,"A","M",3,9,2,2,0.772464477759819,0.704552180036756,0.831002811572983,0.9,"median","qi"
"3473","N","E2",2013,"A","M",3,9,2,2,33055.4817902091,25351.7027090099,43981.6511383352,0.9,"median","qi"
"3474","NS","E2",2013,"A","M",3,9,2,2,0.325148349281478,0.21842072177146,0.682484527947022,0.9,"median","qi"
"3475","Report","E2",2013,"A","M",3,9,2,2,0.543688274519732,0.405944424101466,0.725080868463477,0.9,"median","qi"
"3476","Hest","E3",2013,"A","M",3,9,2,3,9259.92111814838,6915.14837651329,11855.5677256415,0.9,"median","qi"
"3477","HS","E3",2013,"A","M",3,9,2,3,0.776240556460666,0.694166920833496,0.804959284366572,0.9,"median","qi"
"3478","N","E3",2013,"A","M",3,9,2,3,39413.9860385004,32029.7298273184,46692.9528205067,0.9,"median","qi"
"3479","NS","E3",2013,"A","M",3,9,2,3,0.356182397479907,0.261368604251315,0.801970435496248,0.9,"median","qi"
"3480","Report","E3",2013,"A","M",3,9,2,3,0.378951153599635,0.294492311133864,0.519310479310317,0.9,"median","qi"
"3481","Hest","M1",2013,"A","M",3,9,2,4,9331.22612993344,8261.5560469671,10653.7094381652,0.9,"median","qi"
"3482","HS","M1",2013,"A","M",3,9,2,4,0.833884269550306,0.652906456646641,0.866090134136899,0.9,"median","qi"
"3483","N","M1",2013,"A","M",3,9,2,4,53987.9688881803,27349.4019605553,69872.2245745763,0.9,"median","qi"
"3484","NS","M1",2013,"A","M",3,9,2,4,0.792042491270531,0.52656022742689,0.861045666118056,0.9,"median","qi"
"3485","Report","M1",2013,"A","M",3,9,2,4,0.827310313203919,0.689221260837732,0.929653332807935,0.9,"median","qi"
"3486","Hest","M2",2013,"A","M",3,9,2,5,9887.62181240056,8159.35443233832,11848.8168685391,0.9,"median","qi"
"3487","HS","M2",2013,"A","M",3,9,2,5,0.836868304595257,0.592199136492969,0.888170386269178,0.9,"median","qi"
"3488","N","M2",2013,"A","M",3,9,2,5,65100.2730429505,23740.7026595227,76895.8921308504,0.9,"median","qi"
"3489","NS","M2",2013,"A","M",3,9,2,5,0.585160377504485,0.488785110452957,0.684921892223558,0.9,"median","qi"
"3490","Report","M2",2013,"A","M",3,9,2,5,0.640379782267765,0.543237372627377,0.750764347200744,0.9,"median","qi"
"3491","Hest","M3",2013,"A","M",3,9,2,6,7967.63058925503,6345.4609003982,9305.37579046703,0.9,"median","qi"
"3492","HS","M3",2013,"A","M",3,9,2,6,0.743536464347606,0.695485470900651,0.8344055955612,0.9,"median","qi"
"3493","N","M3",2013,"A","M",3,9,2,6,31035.0407017014,22560.0909486344,50968.6041744369,0.9,"median","qi"
"3494","NS","M3",2013,"A","M",3,9,2,6,0.821409596140706,0.489127901022534,0.988493406618307,0.9,"median","qi"
"3495","Report","M3",2013,"A","M",3,9,2,6,0.714755127675459,0.600764301976709,0.928736410912022,0.9,"median","qi"
"3496","Hest","M4",2013,"A","M",3,9,2,7,10315.8513576499,8759.49299520037,12745.4958544056,0.9,"median","qi"
"3497","HS","M4",2013,"A","M",3,9,2,7,0.814677830722098,0.63649739826596,0.854200648462578,0.9,"median","qi"
"3498","N","M4",2013,"A","M",3,9,2,7,51972.8691795014,27687.5675335303,77731.1658031196,0.9,"median","qi"
"3499","NS","M4",2013,"A","M",3,9,2,7,0.488286416602837,0.231248242908775,0.798289073020525,0.9,"median","qi"
"3500","Report","M4",2013,"A","M",3,9,2,7,0.547751540411138,0.41336823657891,0.63151642280356,0.9,"median","qi"
"3501","Hest","W1",2013,"A","M",3,9,2,8,7484.36464905501,5617.5142344564,10265.1655706082,0.9,"median","qi"
"3502","HS","W1",2013,"A","M",3,9,2,8,0.835905902578892,0.69136209555074,0.863424810942873,0.9,"median","qi"
"3503","N","W1",2013,"A","M",3,9,2,8,50332.3714860882,19273.8422369738,63092.1936148747,0.9,"median","qi"
"3504","NS","W1",2013,"A","M",3,9,2,8,0.801126136419088,0.359759469874788,0.901577174088337,0.9,"median","qi"
"3505","Report","W1",2013,"A","M",3,9,2,8,0.639272006608892,0.417243749752276,0.843107144427853,0.9,"median","qi"
"3506","Hest","W2",2013,"A","M",3,9,2,9,11245.8701869025,6527.01055410439,14133.6819666231,0.9,"median","qi"
"3507","HS","W2",2013,"A","M",3,9,2,9,0.757855065424963,0.642025634879993,0.860471359374998,0.9,"median","qi"
"3508","N","W2",2013,"A","M",3,9,2,9,51933.3580815485,19081.9457135679,80074.8626163585,0.9,"median","qi"
"3509","NS","W2",2013,"A","M",3,9,2,9,0.812013309272357,0.35778960707362,0.929861241658138,0.9,"median","qi"
"3510","Report","W2",2013,"A","M",3,9,2,9,0.476253815419691,0.357521785977515,0.895745215576811,0.9,"median","qi"
"3511","Hest","E1",2014,"A","F",3,10,1,1,4094.71761047638,3594.89311561027,4813.9620081322,0.9,"median","qi"
"3512","HS","E1",2014,"A","F",3,10,1,1,0.899679292223046,0.853539732639497,0.919179851052544,0.9,"median","qi"
"3513","N","E1",2014,"A","F",3,10,1,1,37741.7333493266,28474.497604433,53398.5354088043,0.9,"median","qi"
"3514","NS","E1",2014,"A","F",3,10,1,1,0.525505005342459,0.170866558369007,0.931324455126893,0.9,"median","qi"
"3515","Report","E1",2014,"A","F",3,10,1,1,0.722440257963491,0.616969871419522,0.832984453599862,0.9,"median","qi"
"3516","Hest","E2",2014,"A","F",3,10,1,2,3220.31261816717,2961.43416462817,3583.88988238296,0.9,"median","qi"
"3517","HS","E2",2014,"A","F",3,10,1,2,0.90632054438182,0.889711123668354,0.936401494930913,0.9,"median","qi"
"3518","N","E2",2014,"A","F",3,10,1,2,33941.6738418634,28902.2115674442,52482.4552272982,0.9,"median","qi"
"3519","NS","E2",2014,"A","F",3,10,1,2,0.734578680710609,0.247077893811912,0.902419444116278,0.9,"median","qi"
"3520","Report","E2",2014,"A","F",3,10,1,2,0.828011617464264,0.759951207386586,0.884309365132597,0.9,"median","qi"
"3521","Hest","E3",2014,"A","F",3,10,1,3,4690.23278224472,4234.35173853885,5494.05303870202,0.9,"median","qi"
"3522","HS","E3",2014,"A","F",3,10,1,3,0.908035290262926,0.872716443073273,0.934261978764224,0.9,"median","qi"
"3523","N","E3",2014,"A","F",3,10,1,3,50366.8731662361,36093.1954824795,79935.5171622054,0.9,"median","qi"
"3524","NS","E3",2014,"A","F",3,10,1,3,0.810389864300455,0.302740006498817,0.92085313054646,0.9,"median","qi"
"3525","Report","E3",2014,"A","F",3,10,1,3,0.768507942264115,0.672466802975273,0.843055603542225,0.9,"median","qi"
"3526","Hest","M1",2014,"A","F",3,10,1,4,7510.62520658209,6899.56675994599,9767.11445232172,0.9,"median","qi"
"3527","HS","M1",2014,"A","F",3,10,1,4,0.918652182603571,0.903561035057604,0.941983869671276,0.9,"median","qi"
"3528","N","M1",2014,"A","F",3,10,1,4,101754.861273199,84183.1688877734,122325.461909175,0.9,"median","qi"
"3529","NS","M1",2014,"A","F",3,10,1,4,0.882236678627881,0.815780975593492,0.963034861812872,0.9,"median","qi"
"3530","Report","M1",2014,"A","F",3,10,1,4,0.850803179817056,0.634107445250924,0.910852538679133,0.9,"median","qi"
"3531","Hest","M2",2014,"A","F",3,10,1,5,6162.55361992019,5633.18801119242,8266.47690965003,0.9,"median","qi"
"3532","HS","M2",2014,"A","F",3,10,1,5,0.931198348726972,0.880195958742531,0.939195338658003,0.9,"median","qi"
"3533","N","M2",2014,"A","F",3,10,1,5,87302.0464747605,65560.0206944324,97052.0989700271,0.9,"median","qi"
"3534","NS","M2",2014,"A","F",3,10,1,5,0.761624017507191,0.53700695669419,0.960325353843564,0.9,"median","qi"
"3535","Report","M2",2014,"A","F",3,10,1,5,0.856806859903171,0.655820166446331,0.917612266440845,0.9,"median","qi"
"3536","Hest","M3",2014,"A","F",3,10,1,6,6624.01831662858,6026.62812720165,7319.46603064109,0.9,"median","qi"
"3537","HS","M3",2014,"A","F",3,10,1,6,0.909261320909944,0.871352098965549,0.935516819676111,0.9,"median","qi"
"3538","N","M3",2014,"A","F",3,10,1,6,73266.3648336095,50558.1396790956,101501.510855001,0.9,"median","qi"
"3539","NS","M3",2014,"A","F",3,10,1,6,0.920413891000873,0.804566644265983,0.994397617271645,0.9,"median","qi"
"3540","Report","M3",2014,"A","F",3,10,1,6,0.796225056371738,0.644608360589251,0.878524774042515,0.9,"median","qi"
"3541","Hest","M4",2014,"A","F",3,10,1,7,5340.10318634849,4086.12973107363,7276.87102569424,0.9,"median","qi"
"3542","HS","M4",2014,"A","F",3,10,1,7,0.908864976029195,0.893350802422715,0.937578290880193,0.9,"median","qi"
"3543","N","M4",2014,"A","F",3,10,1,7,65417.6359871453,52111.5936587325,82279.7777027324,0.9,"median","qi"
"3544","NS","M4",2014,"A","F",3,10,1,7,0.78648870170263,0.489167670095259,0.906793121721744,0.9,"median","qi"
"3545","Report","M4",2014,"A","F",3,10,1,7,0.85985723998014,0.704357538371982,0.917549569569726,0.9,"median","qi"
"3546","Hest","W1",2014,"A","F",3,10,1,8,5241.65931906797,4831.42156489924,5717.17267547964,0.9,"median","qi"
"3547","HS","W1",2014,"A","F",3,10,1,8,0.926079835184518,0.917137776981772,0.937313155819651,0.9,"median","qi"
"3548","N","W1",2014,"A","F",3,10,1,8,71460.738277993,63074.8977241234,82979.0111970124,0.9,"median","qi"
"3549","NS","W1",2014,"A","F",3,10,1,8,0.879176427885659,0.780357961694795,0.955932019258337,0.9,"median","qi"
"3550","Report","W1",2014,"A","F",3,10,1,8,0.867633999925816,0.810726997493513,0.917018225495267,0.9,"median","qi"
"3551","Hest","W2",2014,"A","F",3,10,1,9,6964.83105045014,6492.97850983489,7639.10434331367,0.9,"median","qi"
"3552","HS","W2",2014,"A","F",3,10,1,9,0.905618588934675,0.886008432948056,0.925512352513592,0.9,"median","qi"
"3553","N","W2",2014,"A","F",3,10,1,9,73412.67937466,64033.4567810086,92206.6141524248,0.9,"median","qi"
"3554","NS","W2",2014,"A","F",3,10,1,9,0.882619753987596,0.779817737133224,0.966253362040078,0.9,"median","qi"
"3555","Report","W2",2014,"A","F",3,10,1,9,0.925426660151782,0.887440318208048,0.957364358869145,0.9,"median","qi"
"3556","Hest","E1",2014,"A","M",3,10,2,1,8149.76642772182,6380.41147228935,10181.8165544642,0.9,"median","qi"
"3557","HS","E1",2014,"A","M",3,10,2,1,0.704978872099457,0.532174187924954,0.794067699691037,0.9,"median","qi"
"3558","N","E1",2014,"A","M",3,10,2,1,29496.0435656421,17427.8130719337,34164.074665951,0.9,"median","qi"
"3559","NS","E1",2014,"A","M",3,10,2,1,0.516628665872378,0.0616345116456444,0.928834153897796,0.9,"median","qi"
"3560","Report","E1",2014,"A","M",3,10,2,1,0.703239606777111,0.55239561149392,0.865981299092127,0.9,"median","qi"
"3561","Hest","E2",2014,"A","M",3,10,2,2,6740.56594789641,5279.16163771194,7989.30298300043,0.9,"median","qi"
"3562","HS","E2",2014,"A","M",3,10,2,2,0.747866859664487,0.624051915517051,0.793931624679045,0.9,"median","qi"
"3563","N","E2",2014,"A","M",3,10,2,2,24631.4787552427,18928.5523897414,30453.7415946693,0.9,"median","qi"
"3564","NS","E2",2014,"A","M",3,10,2,2,0.726159449648976,0.0938470147954787,0.89729489349859,0.9,"median","qi"
"3565","Report","E2",2014,"A","M",3,10,2,2,0.657640629650977,0.561804098028397,0.829405549068954,0.9,"median","qi"
"3566","Hest","E3",2014,"A","M",3,10,2,3,7601.27231827668,6034.29973451479,10351.4549297732,0.9,"median","qi"
"3567","HS","E3",2014,"A","M",3,10,2,3,0.733327263313638,0.643170025978835,0.767678577320978,0.9,"median","qi"
"3568","N","E3",2014,"A","M",3,10,2,3,24689.8687442661,21032.7902242651,41283.5501917775,0.9,"median","qi"
"3569","NS","E3",2014,"A","M",3,10,2,3,0.804445995791987,0.122595847561358,0.914717454923475,0.9,"median","qi"
"3570","Report","E3",2014,"A","M",3,10,2,3,0.540979238261108,0.364906604362809,0.665341145059548,0.9,"median","qi"
"3571","Hest","M1",2014,"A","M",3,10,2,4,9635.87415864362,8995.81180007106,11491.0079445417,0.9,"median","qi"
"3572","HS","M1",2014,"A","M",3,10,2,4,0.752765229583275,0.680530418058988,0.828412118583198,0.9,"median","qi"
"3573","N","M1",2014,"A","M",3,10,2,4,38954.1397934403,34269.3287983166,54462.2315635642,0.9,"median","qi"
"3574","NS","M1",2014,"A","M",3,10,2,4,0.870225745872217,0.60048374681207,0.96208926405475,0.9,"median","qi"
"3575","Report","M1",2014,"A","M",3,10,2,4,0.906421085413913,0.749416280547124,0.961228417939082,0.9,"median","qi"
"3576","Hest","M2",2014,"A","M",3,10,2,5,9978.12265779693,9184.5057849703,11218.285858275,0.9,"median","qi"
"3577","HS","M2",2014,"A","M",3,10,2,5,0.731337566849485,0.622251369340117,0.860171697344101,0.9,"median","qi"
"3578","N","M2",2014,"A","M",3,10,2,5,37914.8554099027,27331.692871047,68840.8671427432,0.9,"median","qi"
"3579","NS","M2",2014,"A","M",3,10,2,5,0.748848729861562,0.262133979749097,0.959072558347981,0.9,"median","qi"
"3580","Report","M2",2014,"A","M",3,10,2,5,0.7655953222882,0.628716408433761,0.85092123132785,0.9,"median","qi"
"3581","Hest","M3",2014,"A","M",3,10,2,6,8091.88165995191,7287.14861146822,8923.92922126822,0.9,"median","qi"
"3582","HS","M3",2014,"A","M",3,10,2,6,0.75304646588089,0.571073333023192,0.799932207139679,0.9,"median","qi"
"3583","N","M3",2014,"A","M",3,10,2,6,30848.9910666103,19357.8868068554,41683.8679773433,0.9,"median","qi"
"3584","NS","M3",2014,"A","M",3,10,2,6,0.917090533818425,0.577436680870212,0.993899704658342,0.9,"median","qi"
"3585","Report","M3",2014,"A","M",3,10,2,6,0.830870862977557,0.753166934072262,0.946156908270443,0.9,"median","qi"
"3586","Hest","M4",2014,"A","M",3,10,2,7,8358.18742594275,7200.864320929,10864.6788531951,0.9,"median","qi"
"3587","HS","M4",2014,"A","M",3,10,2,7,0.737608492073516,0.660378070311107,0.792774242773875,0.9,"median","qi"
"3588","N","M4",2014,"A","M",3,10,2,7,33128.9515426948,29395.5802398955,37720.3712578191,0.9,"median","qi"
"3589","NS","M4",2014,"A","M",3,10,2,7,0.779478403023883,0.230892018020771,0.900434144309905,0.9,"median","qi"
"3590","Report","M4",2014,"A","M",3,10,2,7,0.659901341250153,0.578398699432037,0.751752379829518,0.9,"median","qi"
"3591","Hest","W1",2014,"A","M",3,10,2,8,7046.19452581396,6437.37098850213,9200.64439966686,0.9,"median","qi"
"3592","HS","W1",2014,"A","M",3,10,2,8,0.748267540189884,0.709257523424476,0.829446545064892,0.9,"median","qi"
"3593","N","W1",2014,"A","M",3,10,2,8,32364.9565993035,24334.3799856197,41053.0665713983,0.9,"median","qi"
"3594","NS","W1",2014,"A","M",3,10,2,8,0.868776047888616,0.556193217552982,0.953686500716252,0.9,"median","qi"
"3595","Report","W1",2014,"A","M",3,10,2,8,0.772575457677341,0.582761620864356,0.879777790685575,0.9,"median","qi"
"3596","Hest","W2",2014,"A","M",3,10,2,9,10657.3236499794,7823.09964247206,12759.5876500725,0.9,"median","qi"
"3597","HS","W2",2014,"A","M",3,10,2,9,0.687141411443202,0.610438467400225,0.827371256833155,0.9,"median","qi"
"3598","N","W2",2014,"A","M",3,10,2,9,31987.4821848533,24933.6537742001,62462.3654618151,0.9,"median","qi"
"3599","NS","W2",2014,"A","M",3,10,2,9,0.86478543600773,0.567423352214053,0.965161088840335,0.9,"median","qi"
"3600","Report","W2",2014,"A","M",3,10,2,9,0.638185623055043,0.522570398960626,0.920537734965131,0.9,"median","qi"
"3601","Hest","E1",2015,"A","F",3,11,1,1,5580.48168985178,4211.41705778368,7098.84489974304,0.9,"median","qi"
"3602","HS","E1",2015,"A","F",3,11,1,1,0.878472100763491,0.805456264122201,0.900379597981389,0.9,"median","qi"
"3603","N","E1",2015,"A","F",3,11,1,1,41716.762371361,33363.6887074408,49013.0967493337,0.9,"median","qi"
"3604","NS","E1",2015,"A","F",3,11,1,1,0.702763980114559,0.296669211691342,0.81536328057516,0.9,"median","qi"
"3605","Report","E1",2015,"A","F",3,11,1,1,0.556254710781367,0.438228309853134,0.717393517801005,0.9,"median","qi"
"3606","Hest","E2",2015,"A","F",3,11,1,2,4035.24158380403,2859.76111502088,5199.12946067467,0.9,"median","qi"
"3607","HS","E2",2015,"A","F",3,11,1,2,0.883964591573761,0.856328945508079,0.92212318051007,0.9,"median","qi"
"3608","N","E2",2015,"A","F",3,11,1,2,35289.08716976,28332.6658413366,43135.7023593035,0.9,"median","qi"
"3609","NS","E2",2015,"A","F",3,11,1,2,0.68848220198452,0.423874818452506,0.873738581705773,0.9,"median","qi"
"3610","Report","E2",2015,"A","F",3,11,1,2,0.675753970612724,0.535360848484501,0.863598645984851,0.9,"median","qi"
"3611","Hest","E3",2015,"A","F",3,11,1,3,5760.30317974136,4497.3393707874,7050.6246677458,0.9,"median","qi"
"3612","HS","E3",2015,"A","F",3,11,1,3,0.879121078162098,0.846358737181602,0.91831782507028,0.9,"median","qi"
"3613","N","E3",2015,"A","F",3,11,1,3,47939.5770411752,42583.4549480697,60709.1691907361,0.9,"median","qi"
